Date,ATM_IV
2005-09-21,11.352631979281277
2005-09-22,11.46023550431518
2005-09-23,11.448967332913394
2005-09-26,11.42395065106981
2005-09-27,11.336884633409758
2005-09-28,11.189168177147698
2005-09-29,11.114015722021346
2005-09-30,10.83696531522694
2005-10-03,10.628488931247954
2005-10-04,10.640482835190067
2005-10-05,10.633813559926597
2005-10-06,10.617767095921739
2005-10-07,10.638519450164997
2005-10-10,10.546260697501548
2005-10-11,10.472355747644174
2005-10-12,10.440196858563871
2005-10-13,10.41562582231076
2005-10-14,10.60843304514142
2005-10-17,10.777221427869975
2005-10-18,11.019123426982897
2005-10-19,11.542562302589365
2005-10-20,12.19321016107563
2005-10-21,12.728827839233553
2005-10-24,13.419845954202392
2005-10-25,13.984610785471373
2005-10-26,14.449621153248895
2005-10-27,14.910555085388113
2005-10-28,15.42029751252798
2005-10-31,15.835021758123137
2005-11-01,16.18364977963304
2005-11-02,16.4634048750233
2005-11-03,16.536747758558082
2005-11-04,16.582389820903696
2005-11-07,16.614861328734385
2005-11-08,16.55392483609393
2005-11-09,16.4968839851574
2005-11-10,16.39351076783845
2005-11-11,16.300373956152438
2005-11-14,16.167283856854205
2005-11-15,16.082830917558944
2005-11-16,15.846343813634485
2005-11-17,15.484979372991617
2005-11-18,14.699626793695854
2005-11-21,14.05922995361296
2005-11-22,13.307163603694883
2005-11-23,12.675065832606345
2005-11-25,12.115489412149971
2005-11-28,11.533685063082407
2005-11-29,10.846381588461389
2005-11-30,10.378218055934074
2005-12-01,10.104668853295228
2005-12-02,9.76008300901222
2005-12-05,9.49829760475744
2005-12-06,9.266629427839126
2005-12-07,9.190641137399874
2005-12-08,9.132601901668707
2005-12-09,9.088819755334237
2005-12-12,8.977335373350192
2005-12-13,8.944079515290493
2005-12-14,8.917923556046876
2005-12-15,8.881865882491645
2005-12-16,9.030541877289487
2005-12-19,9.089316290486526
2005-12-20,9.116159732491079
2005-12-21,9.108264104159533
2005-12-22,9.127866664356594
2005-12-23,9.080650551097815
2005-12-27,9.197873020382369
2005-12-28,9.21848382958676
2005-12-29,9.255903986125793
2005-12-30,9.29964747136082
2006-01-03,9.631880978321316
2006-01-04,9.93543794419293
2006-01-05,10.175478557739039
2006-01-06,10.439271221306216
2006-01-09,10.591236195193243
2006-01-10,10.711472836064562
2006-01-11,10.812193011606421
2006-01-12,10.929927176693845
2006-01-13,10.97006379761737
2006-01-17,11.0025734275006
2006-01-18,11.035901805775426
2006-01-19,10.948393366204558
2006-01-20,11.304113796077479
2006-01-23,11.611155298065114
2006-01-24,11.862119381993702
2006-01-25,12.028645912446324
2006-01-26,12.204718408181732
2006-01-27,12.282242707476636
2006-01-30,12.34864706563747
2006-01-31,12.444995860869254
2006-02-01,12.499936340428967
2006-02-02,12.385703748285303
2006-02-03,12.29050935244014
2006-02-06,12.224649161720677
2006-02-07,12.166089036543276
2006-02-08,12.225841840861827
2006-02-09,12.271594932618882
2006-02-10,12.296491686003785
2006-02-13,12.305591656004802
2006-02-14,12.468101702113799
2006-02-15,12.605459459283177
2006-02-16,12.76553071739028
2006-02-17,12.897715174206027
2006-02-21,12.562683301215284
2006-02-22,12.314475066377456
2006-02-23,12.120603377102222
2006-02-24,11.965379637963045
2006-02-27,11.803974619941942
2006-02-28,11.712241108086147
2006-03-01,11.742695705242014
2006-03-02,11.699397193171052
2006-03-03,11.653219034831821
2006-03-06,11.46418230480723
2006-03-07,11.264852829822036
2006-03-08,11.096792557662996
2006-03-09,10.892230308568099
2006-03-10,10.724190314542707
2006-03-13,10.578374223165731
2006-03-14,10.591894748553399
2006-03-15,10.595488911894169
2006-03-16,10.468708530143376
2006-03-17,10.384553635896564
2006-03-20,10.248105149019647
2006-03-21,10.189923225403769
2006-03-22,10.174515825539501
2006-03-23,10.119422558577627
2006-03-24,10.068523549067047
2006-03-27,10.025165942495311
2006-03-28,10.04934635383089
2006-03-29,9.97353827431937
2006-03-30,9.795296762387299
2006-03-31,9.649371575444446
2006-04-03,9.489745386888504
2006-04-04,9.363645876915976
2006-04-05,9.261799498432614
2006-04-06,9.186404516040167
2006-04-07,9.238934191358114
2006-04-10,9.166672694965346
2006-04-11,9.230508522255946
2006-04-12,9.089292718859955
2006-04-13,8.935953186205307
2006-04-17,8.793243997352398
2006-04-18,9.08849260063524
2006-04-19,9.32969215493789
2006-04-20,9.463318048866654
2006-04-21,9.524531827011561
2006-04-24,9.576960659601102
2006-04-25,9.646363759891027
2006-04-26,9.698625830425192
2006-04-27,9.705199366460027
2006-04-28,9.670573139831427
2006-05-01,9.747493389291712
2006-05-02,9.886829184791836
2006-05-03,10.026756045611515
2006-05-04,10.107821903681392
2006-05-05,10.261348911839699
2006-05-08,10.386320248523065
2006-05-09,10.318510305322109
2006-05-10,10.266420151422953
2006-05-11,10.351255927520882
2006-05-12,10.65931053803633
2006-05-15,10.912531803198506
2006-05-16,11.122453822708207
2006-05-17,11.397521765165129
2006-05-18,11.627019922012577
2006-05-19,11.902999088101005
2006-05-22,12.175235025345284
2006-05-23,12.425064790148731
2006-05-24,12.714167381492098
2006-05-25,13.154344646378975
2006-05-26,13.51297891070546
2006-05-30,14.050371870503191
2006-05-31,14.616185800350273
2006-06-01,15.10394405438613
2006-06-02,15.500952943652383
2006-06-05,15.953126313543793
2006-06-06,16.226686823137193
2006-06-07,16.477536638291806
2006-06-08,16.668784874039382
2006-06-09,16.8216298767902
2006-06-12,16.927462924826564
2006-06-13,16.989645048812378
2006-06-14,17.110703501081723
2006-06-15,17.608281167040666
2006-06-16,17.833517363549007
2006-06-19,18.042498349580914
2006-06-20,18.169639543064022
2006-06-21,18.282470762722287
2006-06-22,18.3537535264963
2006-06-23,18.36425612724508
2006-06-26,18.240594172330884
2006-06-27,18.158544925628654
2006-06-28,17.895606983575103
2006-06-29,17.91328838599544
2006-06-30,17.852213034705688
2006-07-03,17.816659518573594
2006-07-05,17.640494695281017
2006-07-06,17.496767511131644
2006-07-07,17.36603035571288
2006-07-10,17.260828822331472
2006-07-11,17.18005635407961
2006-07-12,17.122788911762377
2006-07-13,17.185861206718542
2006-07-14,17.204233347610074
2006-07-17,16.80686677400721
2006-07-18,16.402219447198387
2006-07-19,16.18207692750302
2006-07-20,16.041115442597246
2006-07-21,15.922516528120763
2006-07-24,16.09812857139862
2006-07-25,16.250249924352257
2006-07-26,16.36263192202373
2006-07-27,16.367438815550514
2006-07-28,16.411803773685303
2006-07-31,16.082733937054492
2006-08-01,15.836709404864086
2006-08-02,15.657086789898083
2006-08-03,15.478586410970006
2006-08-04,15.329821359140366
2006-08-07,15.155079297908314
2006-08-08,15.029127141333195
2006-08-09,14.91712142431855
2006-08-10,14.685729274538478
2006-08-11,14.18329945303787
2006-08-14,13.740781148053607
2006-08-15,13.489638328518355
2006-08-16,13.334445783624714
2006-08-17,13.037106172167567
2006-08-18,12.714676894900396
2006-08-21,12.37763934635341
2006-08-22,11.720052769690014
2006-08-23,11.203219570194767
2006-08-24,10.786840710214697
2006-08-25,10.439049910912491
2006-08-28,10.030879492820825
2006-08-29,9.690312028699635
2006-08-30,9.348479382551789
2006-08-31,9.018826679561073
2006-09-01,8.792871876825489
2006-09-05,8.592392092557803
2006-09-06,8.607427711664176
2006-09-07,8.626005582307748
2006-09-08,8.608645321631972
2006-09-11,8.585680251844519
2006-09-12,8.655308643494129
2006-09-13,8.72102484881401
2006-09-14,8.60280929037415
2006-09-15,8.400982480515184
2006-09-18,8.234349008206456
2006-09-19,8.079857009863828
2006-09-20,7.955117428833354
2006-09-21,7.914760088956628
2006-09-22,7.884197944647285
2006-09-25,7.95089373575891
2006-09-26,8.077773999685197
2006-09-27,8.161452449513558
2006-09-28,8.233928777031853
2006-09-29,8.300876289135477
2006-10-02,8.385452649511144
2006-10-03,8.410590679768438
2006-10-04,8.634147115570913
2006-10-05,8.633369487788952
2006-10-06,8.582479576872977
2006-10-09,8.541892356221284
2006-10-10,8.507308920757431
2006-10-11,8.36137381311001
2006-10-12,8.32648413779086
2006-10-13,8.297199829545724
2006-10-16,8.244900904671441
2006-10-17,8.24506822525011
2006-10-18,8.21194382882792
2006-10-19,8.158109958896434
2006-10-20,8.034390098790665
2006-10-23,7.891265020884596
2006-10-24,7.700924974162452
2006-10-25,7.475384230723224
2006-10-26,7.293165416410194
2006-10-27,7.262082600363582
2006-10-30,7.233436695712069
2006-10-31,7.1641988714034275
2006-11-01,7.251237747007521
2006-11-02,7.060465629690727
2006-11-03,6.911268989171835
2006-11-06,7.015852248387683
2006-11-07,7.114459289996408
2006-11-08,7.196326630474956
2006-11-09,7.3260966408789185
2006-11-10,7.313882122552685
2006-11-13,7.30083392179857
2006-11-14,7.384027567300894
2006-11-15,7.421648278708377
2006-11-16,7.456136074769125
2006-11-17,7.485934138126036
2006-11-20,7.50973718399572
2006-11-21,7.507939112315699
2006-11-22,7.4979678872272215
2006-11-24,7.524671136625909
2006-11-27,7.8889454241880514
2006-11-28,8.152531522688003
2006-11-29,8.521657322302776
2006-11-30,8.822337540138532
2006-12-01,8.98938441883967
2006-12-04,9.173852392879327
2006-12-05,9.320745575048045
2006-12-06,9.306437112223373
2006-12-07,9.330727517776527
2006-12-08,9.349926139602514
2006-12-11,9.312096051358662
2006-12-12,9.287055697926778
2006-12-13,9.264241350217517
2006-12-14,9.271558057537355
2006-12-15,9.333573241873683
2006-12-18,9.397573564138082
2006-12-19,9.45282736743422
2006-12-20,9.500220966144845
2006-12-21,9.566860055052624
2006-12-22,9.669349710390323
2006-12-26,9.768978949448371
2006-12-27,9.558649195098656
2006-12-28,9.393509797477945
2006-12-29,9.125217692774063
2007-01-03,8.913970601867257
2007-01-04,8.734855503929138
2007-01-05,8.609980661022282
2007-01-08,8.506429004416482
2007-01-09,8.421064076497501
2007-01-10,8.333847747838599
2007-01-11,8.293169171551682
2007-01-12,8.344078046946358
2007-01-16,8.393183198176551
2007-01-17,8.432428157394595
2007-01-18,8.349071897423944
2007-01-19,8.236951642069261
2007-01-22,8.148589110593424
2007-01-23,8.085509627398865
2007-01-24,8.138719688713289
2007-01-25,8.401885156320395
2007-01-26,8.558949457125435
2007-01-29,8.646200289612704
2007-01-30,8.688604379423593
2007-01-31,8.777368985338759
2007-02-01,8.852342237885104
2007-02-02,8.900575796278748
2007-02-05,8.93905919185243
2007-02-06,8.828834516598187
2007-02-07,8.72331781848344
2007-02-08,8.643005931713134
2007-02-09,8.698276550392432
2007-02-12,8.744283871508173
2007-02-13,8.79691756005159
2007-02-14,8.884529346799114
2007-02-15,8.956342361653467
2007-02-16,8.988186536593027
2007-02-20,9.01475814982528
2007-02-21,9.010135978092782
2007-02-22,9.006140888517317
2007-02-23,8.94885495336917
2007-02-26,8.608054714688178
2007-02-27,10.274774697181103
2007-02-28,11.737998876753368
2007-03-01,12.90954888905889
2007-03-02,13.937443125785842
2007-03-05,14.76990198816313
2007-03-06,15.729997296528875
2007-03-07,16.512467873538053
2007-03-08,17.227090107341496
2007-03-09,17.804302240816245
2007-03-12,18.282887938533346
2007-03-13,18.883580209946604
2007-03-14,19.42928392632371
2007-03-15,19.814364117875275
2007-03-16,20.094013296196653
2007-03-19,20.459187778024738
2007-03-20,20.79136625245696
2007-03-21,21.261698163928234
2007-03-22,21.646365761652145
2007-03-23,21.964906836419974
2007-03-26,22.219617671963686
2007-03-27,22.429525589392334
2007-03-28,21.448791879904064
2007-03-29,20.56189434286782
2007-03-30,19.825561376928654
2007-04-02,19.035404682900488
2007-04-03,18.34888572037727
2007-04-04,17.543965731885784
2007-04-05,16.879303264471027
2007-04-09,16.27867724869794
2007-04-10,15.785965535300477
2007-04-11,15.412624443195385
2007-04-12,14.559121158654488
2007-04-13,13.831203884749288
2007-04-16,13.307743052586313
2007-04-17,12.750060098002812
2007-04-18,12.152320541304908
2007-04-19,11.657004002287493
2007-04-20,10.978515834667748
2007-04-23,10.47012570349406
2007-04-24,10.056698578078699
2007-04-25,9.798769602185683
2007-04-26,9.55512639463491
2007-04-27,9.186955934509736
2007-04-30,9.098297236360752
2007-05-01,9.019668121501752
2007-05-02,8.974481103940505
2007-05-03,8.820069717130664
2007-05-04,8.698468482892318
2007-05-07,8.60662524442761
2007-05-08,8.554600758723446
2007-05-09,8.511832193997424
2007-05-10,8.688658647925472
2007-05-11,8.895761487422796
2007-05-14,9.081553554673901
2007-05-15,9.135603874362513
2007-05-16,9.226918956304791
2007-05-17,9.31703114971579
2007-05-18,9.459252954932671
2007-05-21,9.489276481861468
2007-05-22,9.476408810595032
2007-05-23,9.46670608901654
2007-05-24,9.505180342213286
2007-05-25,9.554419180459478
2007-05-29,9.602514104329515
2007-05-30,9.570491643160084
2007-05-31,9.55316947164772
2007-06-01,9.527661870712125
2007-06-04,9.485357841585182
2007-06-05,9.473627334170843
2007-06-06,9.662901003023379
2007-06-07,10.239658318686557
2007-06-08,10.906959293741119
2007-06-11,11.320298238701682
2007-06-12,11.717615394051625
2007-06-13,12.267376961883137
2007-06-14,12.750449735492689
2007-06-15,13.105315166287495
2007-06-18,13.39400505773633
2007-06-19,13.568024789180765
2007-06-20,13.902530938441863
2007-06-21,14.207675040758964
2007-06-22,14.53987337396258
2007-06-25,14.759992633379207
2007-06-26,15.008737725247544
2007-06-27,15.39464127125511
2007-06-28,15.638335566502496
2007-06-29,15.839381143536949
2007-07-02,16.0631037278628
2007-07-03,16.26119156695632
2007-07-05,16.41275157617503
2007-07-06,16.454161860198784
2007-07-09,16.139648121034234
2007-07-10,15.921365300175612
2007-07-11,15.787709026923064
2007-07-12,15.754593022841586
2007-07-13,15.547232004232113
2007-07-16,15.346727839804224
2007-07-17,15.18264957289806
2007-07-18,15.04998206223578
2007-07-19,14.948650194762836
2007-07-20,14.765295568199962
2007-07-23,14.597104293512649
2007-07-24,14.685135130096649
2007-07-25,14.734450269703476
2007-07-26,15.22391961075531
2007-07-27,15.736959577515934
2007-07-30,16.392664541957444
2007-07-31,17.01321378951843
2007-08-01,17.465649075004492
2007-08-02,17.885547494081177
2007-08-03,18.64372705031246
2007-08-06,19.468405091160363
2007-08-07,20.24314914781621
2007-08-08,20.91791058397226
2007-08-09,21.938381584979116
2007-08-10,22.579761132414795
2007-08-13,23.111890069119543
2007-08-14,23.62707438855829
2007-08-15,24.095667105001912
2007-08-16,24.550907031818117
2007-08-17,25.15777543068701
2007-08-20,25.630792154526883
2007-08-21,26.01286132449156
2007-08-22,26.302813383828916
2007-08-23,26.533864343140927
2007-08-24,26.510191075858046
2007-08-27,26.310602669725466
2007-08-28,26.28069711708822
2007-08-29,26.410477825935534
2007-08-30,26.506965997898394
2007-08-31,26.6035742287828
2007-09-04,26.310670080944956
2007-09-05,25.98213435013055
2007-09-06,25.647707584540484
2007-09-07,25.354674453025503
2007-09-10,24.514815650641864
2007-09-11,23.897737488101267
2007-09-12,23.38892853330401
2007-09-13,22.78639429017067
2007-09-14,22.098195027783756
2007-09-17,21.563626590094877
2007-09-18,21.478676375971233
2007-09-19,21.410223724272072
2007-09-20,21.422775795713545
2007-09-21,21.379417712034822
2007-09-24,21.347872859459336
2007-09-25,21.243513502933098
2007-09-26,21.085858613100577
2007-09-27,20.481808154180996
2007-09-28,19.763159470552253
2007-10-01,19.230445940804202
2007-10-02,18.757334357733473
2007-10-03,18.319933924069613
2007-10-04,17.861738494769472
2007-10-05,17.576207995191716
2007-10-08,17.145711865748677
2007-10-09,16.807662942445315
2007-10-10,16.480633981927937
2007-10-11,16.265699419005504
2007-10-12,16.076858015184612
2007-10-15,16.026289530415138
2007-10-16,16.024600938238855
2007-10-17,15.159719033367796
2007-10-18,14.432289761831976
2007-10-19,14.563929716213206
2007-10-22,14.708001461526862
2007-10-23,14.89279085286085
2007-10-24,15.044040107598883
2007-10-25,15.148216840224721
2007-10-26,15.331490131234988
2007-10-29,15.47663498801684
2007-10-30,15.520822866964668
2007-10-31,15.6569829512936
2007-11-01,16.224613048574394
2007-11-02,16.687113605938393
2007-11-05,16.954469173743966
2007-11-06,17.334209321908972
2007-11-07,18.06143942203544
2007-11-08,18.658521158118123
2007-11-09,19.227963640691044
2007-11-12,19.666510854889523
2007-11-13,20.706122333666478
2007-11-14,21.536118171159824
2007-11-15,22.285955618584566
2007-11-16,22.910193727644728
2007-11-19,23.15074482233386
2007-11-20,23.35279794148204
2007-11-21,23.64846279408803
2007-11-23,24.12466411013351
2007-11-26,24.70563420583004
2007-11-27,25.177134628847348
2007-11-28,26.16077051143859
2007-11-29,26.956092421931842
2007-11-30,27.601818484418242
2007-12-03,27.90041826781543
2007-12-04,28.172369200874407
2007-12-05,28.531145840017324
2007-12-06,28.838083651010813
2007-12-07,28.675149025547896
2007-12-10,28.54389206046503
2007-12-11,28.76380757722223
2007-12-12,28.9145787800326
2007-12-13,28.601808958267522
2007-12-14,28.430056587539944
2007-12-17,28.28787533727955
2007-12-18,28.18640657387079
2007-12-19,27.98871279243889
2007-12-20,27.828487499715592
2007-12-21,27.44844227016781
2007-12-24,27.019014192473286
2007-12-26,26.294483290526475
2007-12-27,25.78985886942376
2007-12-28,24.73000267182292
2007-12-31,23.905629179943876
2008-01-02,23.193051038936456
2008-01-03,22.58665023632813
2008-01-04,22.460480034012136
2008-01-07,22.105388144375304
2008-01-08,21.713460315613595
2008-01-09,21.538867732944897
2008-01-10,21.374163010183924
2008-01-11,20.76891168982659
2008-01-14,20.228392629511085
2008-01-15,20.073201133705346
2008-01-16,19.902848281685568
2008-01-17,20.07500102004733
2008-01-18,20.167018492463274
2008-01-22,20.246044261554434
2008-01-23,20.78344816141326
2008-01-24,21.222451022229436
2008-01-25,21.540986465261394
2008-01-28,22.066500308841142
2008-01-29,22.506958964462182
2008-01-30,22.870831346871967
2008-01-31,23.431875838942958
2008-02-01,24.06316436877531
2008-02-04,24.639224301936718
2008-02-05,25.168797194584926
2008-02-06,25.616372568228208
2008-02-07,25.916722539520993
2008-02-08,26.079224686506688
2008-02-11,26.199854061191687
2008-02-12,26.360324849401113
2008-02-13,26.52072088331302
2008-02-14,26.442851957882326
2008-02-15,26.343787375801718
2008-02-19,25.829247671538237
2008-02-20,25.332409617559904
2008-02-21,24.893743663809516
2008-02-22,24.20251933089111
2008-02-25,23.688776971185064
2008-02-26,23.110205189167182
2008-02-27,22.471824406780012
2008-02-28,22.019439071553556
2008-02-29,21.986708508843446
2008-03-03,21.713138192139702
2008-03-04,21.246784196296225
2008-03-05,20.8256466071349
2008-03-06,20.231782705284754
2008-03-07,19.77799601944638
2008-03-10,19.46221344470515
2008-03-11,20.16404430983387
2008-03-12,20.773032715317832
2008-03-13,21.20495741751832
2008-03-14,21.592505630151898
2008-03-17,21.924334532937667
2008-03-18,23.217811175046116
2008-03-19,24.547645766174995
2008-03-20,25.740294021110795
2008-03-24,26.89100201443782
2008-03-25,27.81427190220125
2008-03-26,28.55174634771486
2008-03-27,29.114012439691773
2008-03-28,29.601108087659068
2008-03-31,29.9867361202118
2008-04-01,30.638379459084028
2008-04-02,31.16527105195624
2008-04-03,31.58727551394734
2008-04-04,31.923862974442304
2008-04-07,31.968560905461093
2008-04-08,31.93409579862236
2008-04-09,31.831941940876373
2008-04-10,31.18165414489479
2008-04-11,30.814169953156313
2008-04-14,30.519426548951174
2008-04-15,30.134473522529692
2008-04-16,30.057941220193488
2008-04-17,29.182465999477767
2008-04-18,28.06070977472277
2008-04-21,27.065990848534614
2008-04-22,26.048672623122314
2008-04-23,25.222104556127604
2008-04-24,24.409805735822655
2008-04-25,23.764545675215388
2008-04-28,23.127788325589908
2008-04-29,22.6401625919636
2008-04-30,21.367035306569043
2008-05-01,20.66219467440094
2008-05-02,20.085860882773954
2008-05-05,19.639945416183373
2008-05-06,19.31456932758512
2008-05-07,19.340467070154197
2008-05-08,19.318739859273528
2008-05-09,19.30869172904288
2008-05-12,19.00553837044576
2008-05-13,18.734371417243988
2008-05-14,18.51254582624323
2008-05-15,17.854842969054474
2008-05-16,17.317390126776573
2008-05-19,16.80032288883751
2008-05-20,16.470944880266337
2008-05-21,16.4849369693439
2008-05-22,16.49137075891801
2008-05-23,16.64641341485952
2008-05-27,16.744127432664055
2008-05-28,16.844678781622395
2008-05-29,16.933938585479776
2008-05-30,16.975497290184947
2008-06-02,16.736718923986157
2008-06-03,16.550209549856664
2008-06-04,16.386512372927417
2008-06-05,16.559546552294858
2008-06-06,17.274816211413434
2008-06-09,17.86740358738566
2008-06-10,18.364604597543817
2008-06-11,18.770600998041996
2008-06-12,19.128696713019156
2008-06-13,19.553719544808335
2008-06-16,19.76042825331267
2008-06-17,19.926038266274247
2008-06-18,20.0782932238996
2008-06-19,20.193975526326696
2008-06-20,20.399522978356547
2008-06-23,20.56354723458004
2008-06-24,20.613631947817485
2008-06-25,20.62294098759517
2008-06-26,21.009307595573876
2008-06-27,21.26722453589739
2008-06-30,21.484339134410412
2008-07-01,21.663220294128855
2008-07-02,21.92741493821842
2008-07-03,22.153349682403075
2008-07-07,21.936508699080232
2008-07-08,21.546350919816597
2008-07-09,21.384828127979095
2008-07-10,21.300254123854202
2008-07-11,21.19110781509684
2008-07-14,21.06972425982857
2008-07-15,20.814500095017088
2008-07-16,21.198038833437206
2008-07-17,21.648349607496804
2008-07-18,22.038591728212783
2008-07-21,22.353139601423422
2008-07-22,22.50507716138966
2008-07-23,22.65437877681009
2008-07-24,23.011225866147925
2008-07-25,23.276721673058123
2008-07-28,23.172993150148315
2008-07-29,23.39249651277823
2008-07-30,23.762044171051194
2008-07-31,24.159808707832756
2008-08-01,24.328254619718074
2008-08-04,24.50679115760816
2008-08-05,24.975765095783547
2008-08-06,25.202963583498587
2008-08-07,25.287063914894762
2008-08-08,25.52278255107942
2008-08-11,25.64063963872409
2008-08-12,25.756525107670832
2008-08-13,25.72508785583057
2008-08-14,25.423160542056184
2008-08-15,25.138442040189613
2008-08-18,25.049484937927073
2008-08-19,25.0535588577112
2008-08-20,24.9821518639473
2008-08-21,24.910518103583318
2008-08-22,24.6707840200471
2008-08-25,24.75706903562157
2008-08-26,24.677968594776818
2008-08-27,24.40605312431654
2008-08-28,24.079735983841573
2008-08-29,23.776328277512395
2008-09-02,23.52991320409955
2008-09-03,23.269069328407564
2008-09-04,23.21110185746949
2008-09-05,23.154524576087685
2008-09-08,23.27680358995171
2008-09-09,23.66162963565074
2008-09-10,23.90643744411046
2008-09-11,24.223981931163426
2008-09-12,24.486049669274838
2008-09-15,25.768018101224573
2008-09-16,26.96740174926798
2008-09-17,28.679425436872265
2008-09-18,30.496040451821443
2008-09-19,32.43642750759871
2008-09-22,34.179408564889265
2008-09-23,35.63616916497522
2008-09-24,36.746093832247404
2008-09-25,37.764446408255594
2008-09-26,38.549075287800015
2008-09-29,40.980918405614844
2008-09-30,43.588558286398275
2008-10-01,45.729508804286844
2008-10-02,47.74409462773412
2008-10-03,49.24252883612677
2008-10-06,50.98593788725854
2008-10-07,52.51061282676301
2008-10-08,53.71809383405721
2008-10-09,55.506132914641356
2008-10-10,56.77240855070173
2008-10-13,62.25100543451942
2008-10-14,66.4760804458566
2008-10-15,71.23696207114975
2008-10-16,75.41094745665924
2008-10-17,78.56543723326664
2008-10-20,80.0
2008-10-21,80.0
2008-10-22,80.0
2008-10-23,80.0
2008-10-24,80.0
2008-10-27,80.0
2008-10-28,80.0
2008-10-29,80.0
2008-10-30,80.0
2008-10-31,80.0
2008-11-03,80.0
2008-11-04,80.0
2008-11-05,80.0
2008-11-06,80.0
2008-11-07,80.0
2008-11-10,80.0
2008-11-11,80.0
2008-11-12,80.0
2008-11-13,80.0
2008-11-14,80.0
2008-11-17,80.0
2008-11-18,80.0
2008-11-19,80.0
2008-11-20,80.0
2008-11-21,80.0
2008-11-24,80.0
2008-11-25,80.0
2008-11-26,80.0
2008-11-28,80.0
2008-12-01,80.0
2008-12-02,80.0
2008-12-03,80.0
2008-12-04,80.0
2008-12-05,80.0
2008-12-08,80.0
2008-12-09,80.0
2008-12-10,80.0
2008-12-11,80.0
2008-12-12,80.0
2008-12-15,80.0
2008-12-16,80.0
2008-12-17,80.0
2008-12-18,80.0
2008-12-19,79.37999054870842
2008-12-22,76.75163052598599
